1,1,1,1,1,1,0,0,20180219,20180318,201803122 201803132 201803142 201803152 201803162
2,1,1,1,1,1,0,0,20180219,20180318,201802192 201802262 201803052 201802202 201802272 201803062 201802212 201802282 201803072 201802222 201803012 201803082 201802232 201803022 201803092
3,0,0,0,0,0,0,1,20180219,20180318,201803112 201803182
4,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032
5,0,0,0,0,0,1,0,20180219,20180318,201803102 201803172
6,0,0,0,0,0,0,1,20180219,20180318,201802252 201803042
7,1,1,1,1,1,0,0,20180219,20180318,201802192 201802262 201803052 201802202 201802272 201803062 201802212 201802282 201803072 201802222 201803012 201803082 201802232 201803022 201803092
8,1,1,1,0,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142
9,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102
10,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102 201803172
11,0,0,0,0,0,1,0,20180219,20180318,201803172
12,1,0,0,1,1,0,1,20180219,20180318,201802192 201802262 201803052 201803122 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162 201802252 201803042
13,1,1,1,1,1,0,0,20180219,20180318,201802262 201803052 201803122 201802272 201803062 201803132 201802282 201803072 201803142 201803012 201803082 201803152 201803022 201803092 201803162
14,1,1,1,1,1,0,0,20180219,20180318,201802192 201802202 201802212 201802222 201802232
15,0,1,1,1,1,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
16,1,1,1,1,1,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
17,0,0,0,0,0,1,0,20180219,20180318,
18,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102 201803172
19,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102 201803172
20,0,0,0,0,0,0,1,20180219,20180318,
21,0,0,0,0,0,0,1,20180219,20180318,201802252 201803042 201803112 201803182
22,1,0,0,1,1,0,1,20180219,20180318,201802192 201802262 201803052 201803122 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162 201802252 201803042 201803112 201803182
23,0,0,0,0,0,0,1,20180219,20180318,201802252 201803042 201803112 201803182
24,1,1,1,1,0,0,0,20180219,20180318,201802262 201803052 201803122 201802272 201803062 201803132 201802282 201803072 201803142 201803012 201803082 201803152
25,1,1,1,1,0,0,0,20180219,20180318,201802192 201802202 201802212 201802222
26,0,1,1,1,0,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152
27,0,0,0,0,1,0,0,20180219,20180318,201803022 201803092 201803162
28,0,0,0,0,1,0,0,20180219,20180318,201802232
29,0,0,0,0,1,0,0,20180219,20180318,201802232 201803022 201803092 201803162
30,0,0,0,0,0,0,1,20180219,20180318,
31,1,1,1,1,0,0,0,20180219,20180318,
32,1,1,1,1,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152
33,0,0,0,0,1,0,0,20180219,20180318,201802232 201803022 201803092 201803162
34,0,0,0,0,1,0,0,20180219,20180318,
35,1,1,1,1,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152
36,0,0,0,0,1,0,0,20180219,20180318,201802232 201803022 201803092 201803162
37,1,0,0,1,1,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
38,0,0,0,0,0,0,1,20180219,20180318,201802252 201803042 201803112 201803182
39,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102 201803172
40,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102
41,0,0,0,0,0,0,1,20180219,20180318,201802252 201803042 201803112
42,0,0,0,0,0,0,1,20180219,20180318,201803182
43,1,1,1,1,1,0,0,20180219,20180318,
44,1,1,1,1,1,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
45,1,0,0,0,0,0,0,20180219,20180318,
46,1,0,0,0,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122
47,0,1,1,1,1,0,0,20180219,20180318,
48,0,1,1,1,1,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
49,1,0,0,0,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122
50,0,1,1,1,1,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802212 201802282 201803072 201803142 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
51,1,1,1,1,1,0,0,20180219,20180318,201803132
52,0,1,0,0,0,0,0,20180219,20180318,201802202 201802272 201803062
53,1,1,1,1,1,0,0,20180219,20180318,
54,0,0,0,0,0,1,0,20180219,20180318,201802242 201803032 201803102
55,0,0,0,0,0,0,1,20180219,20180318,201802252 201803042 201803112
56,0,0,0,0,0,1,0,20180219,20180318,201803032 201803172
57,0,0,0,0,0,1,0,20180219,20180318,201802242 201803102 201803172
58,0,0,0,0,0,1,0,20180219,20180318,201803032 201803102 201803172
59,0,0,0,0,0,1,0,20180219,20180318,201802242
60,0,0,0,0,0,0,1,20180219,20180318,201803042 201803112 201803182
61,0,0,0,0,0,0,1,20180219,20180318,201802252
62,0,1,0,1,0,0,0,20180219,20180318,201802202 201802222
63,0,1,0,1,0,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802222 201803012 201803082 201803152
64,0,1,0,1,0,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802222 201803012 201803082 201803152
65,1,0,1,0,1,0,0,20180219,20180318,201802192 201802212 201802232
66,0,0,1,0,1,0,0,20180219,20180318,201802212 201802282 201803072 201803142 201802232 201803022 201803092 201803162
67,1,0,1,0,1,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802212 201802282 201803072 201803142 201802232 201803022 201803092 201803162
68,0,1,0,0,0,0,0,20180219,20180318,201802202 201802272 201803062 201803132
69,1,0,1,0,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802212 201802282 201803072 201803142
70,1,1,0,0,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132
71,0,0,1,0,0,0,0,20180219,20180318,201802212 201802282 201803072 201803142
72,0,1,0,1,0,0,0,20180219,20180318,201802272 201803062 201803132 201803012 201803082 201803152
73,1,0,1,0,1,0,0,20180219,20180318,201802262 201803052 201803122 201802282 201803072 201803142 201803022 201803092 201803162
74,1,1,0,1,0,0,0,20180219,20180318,201802262 201803052 201803122 201802272 201803062 201803132 201803012 201803082 201803152
75,0,0,1,0,0,0,0,20180219,20180318,201802282 201803072 201803142
76,0,0,1,0,0,0,0,20180219,20180318,201802212
77,0,0,1,0,0,0,0,20180219,20180318,201802212 201802282 201803072 201803142
78,1,1,0,1,1,0,0,20180219,20180318,201802192 201802202 201802222 201802232
79,0,1,0,1,1,0,0,20180219,20180318,201802202 201802272 201803062 201803132 201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
80,0,0,1,0,0,0,0,20180219,20180318,201802212 201802282 201803072 201803142
81,0,0,0,1,1,0,0,20180219,20180318,201802222 201802232
82,0,0,0,1,1,0,0,20180219,20180318,201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
83,0,0,0,1,1,0,0,20180219,20180318,201802222 201803012 201803082 201803152 201802232 201803022 201803092 201803162
84,1,1,0,0,0,0,0,20180219,20180318,201802192 201802202
85,0,1,0,0,0,0,0,20180219,20180318,201802202 201802272 201803062 201803132
86,1,1,0,0,0,0,0,20180219,20180318,201802192 201802262 201803052 201803122 201802202 201802272 201803062 201803132
87,0,1,0,0,0,0,0,20180219,20180318,201802202
88,0,1,0,0,0,0,0,20180219,20180318,201802202 201802272 201803062 201803132
89,1,1,0,1,0,0,0,20180219,20180318,201802192 201802202 201802222
